index,ref_text,pred_text,cer,wer,audio
277,我plan去France学cooking，學下點煮好味嘅French cuisine好正呀！,下個月我想去巴黎滑浪，享受下 tropical paradise 嘅 feel。,0.913,2.5,./audio/287.wav
278,喺India嘅Agra，瞓到嗰琴間Taj Mahal，呢個marvelous嘅monument真係leave咗深刻嘅impression!,喺印度嘅阿格拉，瞓喺嗰間泰茅屋。呢個mafalous嘅moment真係 leave咗深刻嘅 impression。,0.4203,1.5,./audio/948.wav
279,學習嘅journey中，唔係只睇成果，過程都好重要。,學習嘅journey中，唔係只睇結果，過程都好重要。,0.0385,1.0,./audio/1985.wav
280,Decision-making能力可以幫助你喺multiple options中揀選最appropriate的一个，并且係timely manner下面進行，以確保工作進度唔會被delay。,Decision-making 能力能夠幫助你喺 multiple options 中揀選最 appropriate 的一個，並且喺 timely manner 下面進行，以確保工作進度唔會被 delay。,0.1368,3.6667,./audio/1368.wav
281,玩网球可以幫助我哋boost我地嘅endurance同burn calories.,玩網球可以幫助我哋boost我哋嘅endurance同burn calories。,0.0732,1.0,./audio/1146.wav
282,我成日都話我嘅朋友，唔好忽視咗online shopping，有時候you can find some hidden gems。,我成日都話：我嘅朋友唔好忽視做online shopping。有時你騎翻新children james。,0.4219,1.0,./audio/705.wav
283,"Fake it till you make it, 唔好怕初次做错，学习就系出錯中嚟.""",逼it tough yo，make it，唔好怕初時做錯，學習就係出錯中嚟。,0.4545,1.0,./audio/1726.wav
284,Traffic congestion喺Peak hour變得普遍，政府需要實行effective measures解決。,交通建設喺皮考沃變得普遍，政府應該執行effective measure解決。,0.5167,1.0,./audio/1701.wav
285,唔同科目可能需要唔同嘅學習策略，find out你嘅best way of learning.,唔同科目可能需要唔同嘅試透析策略。Find out你嘅best way of learning,0.1277,0.4,./audio/1628.wav
286,神經肌肉體能訓練（Neuromuscular Training)能夠提升你嘅reaction speed，增加對衝擊力嘅resistance，係種prevent injury嘅training method。,神經肌肉體能訓練能夠提升你嘅 reaction speed，增加對衝擊力嘅 resistance，係種 prevent injury 嘅 training methods。,0.2885,1.8,./audio/1599.wav
287,Prepare嚟唔怕，對於exam一定要溫完書，進咗考場先至relax啲。,撇撇你唔怕，對於業績一定要温元書，進咗考場先至relax啲。,0.3784,1.0,./audio/1538.wav
288,我成日喺YouTube explore下新嘅music videos，keep我self updated.,我成日喺YouTube、Espot下新嘅music video，keep myself update。,0.2264,1.0,./audio/1405.wav
289,Surprise噶，今晚居然有meteor shower，赶紧去rooftop睇吓啊。,surprise㗎！今晚居然有material shoulder，趕緊去refruit睇下啊～,0.4884,1.0,./audio/1650.wav
290,我喺department store見到一件好靚嘅dress，但我覺得價錢有啲expensive，邊款比較值得買呢？,我喺department store見到一個好靚嘅dress，但係我覺得價錢有啲expensive，邊本比較值得買呢？,0.0517,0.5,./audio/327.wav
291,面對困難唔好放棄，只要keep going，想成功就一定會有way out。”,面對困難，唔好放棄。只要keep going，想成功就一定會有way out。,0.0769,0.6667,./audio/442.wav
292,Football game嘅excitement同激情，係其他活動難以match得爾。,佛經嘅 examine 和擊石係其他活動難免 match 得異。,0.6279,2.5,./audio/774.wav
293,學習並唔係要爭第一，重要嘅是學識appreciate知識帶嚟嘅樂趣。,學習唔並唔係要真第一重要係學識 appreciation 學習帶嚟嘅樂趣。,0.3529,3.0,./audio/1087.wav
294,假日我鍾意去concert，感受現場音樂嘅dynamic，每次都係一個unforgettable嘅experience。,假設狗中意去concert，感受現場音樂嘅dynamic，每次都係一個 unforgettable 嘅 experience。,0.1,4.0,./audio/1220.wav
295,Respect嘅culture可以俾到你个good working environment同埋improve job satisfaction.,respire嘅構成可以俾你一個 good嘅 working environment，同埋 improve job satisfaction。,0.2639,1.0,./audio/1635.wav
296,天氣預報話會有heavy rain，出門前記得carry傘喇。,天氣預報話會有heavy rain，出門前記得carry傘啦～,0.0645,0.5,./audio/177.wav
297,如果要improve咁嘅physical fitness，可以regular咁去gym或者自己做home workout。,可以嚴格咁嘅 physical fitness，可以 regular 咁去專同埋做自己嘅 home workout。,0.3279,2.0,./audio/1322.wav
298,我鍾意去outlet買嘢，因為通常都會have some really nice deals，如果you're lucky 的話。,我將去歐倫買嘢，因為通常都會have some real nice deals。如果你係lucky的話。,0.2923,0.7143,./audio/704.wav
299,喺天氣app度睇到今晚可能會有heavy rain，大家出門記得帶umbrella呀。,喺天氣app度睇到今晚可能會有heavy rain，大家出門記得帶umbrella呀～,0.0233,0.5,./audio/86.wav
300,元朗大棠路有個organic farm我成日喺度買food，你可以去贏咗啲便利店嗰啲！,元朗大棠路有個Box9 Friend，我成日喺度買闊，你可以去贏咗啲便利店嗰啲。,0.3953,1.0,./audio/1883.wav
301,每次聽K-pop嘅時候，我就會feel得好興奮，跟住音樂擺動箇身，好舒服呀。,每次聽K-pop嘅時候，我就會feel得好興奮，跟住音樂擺動成身，好舒服啊～,0.0789,1.0,./audio/1947.wav
302,"我最愛嘅steak tartare，喺raw嘅感覺同新鮮嘅taste之間做到一個完美嘅balance!""",我最愛嘅Stick Totem係raw嘅感覺同新鮮嘅p taste之間做到一個完美嘅balance。,0.2692,1.5,./audio/457.wav
303,今日嘅Weather好Perfect，希望明日都能持續Keep it up。,今日嘅 weather 好 perfect，希望明日都能持續 keep it up。,0.1842,1.6667,./audio/1828.wav
304,我記得剛才聽新聞話，佢哋提出新建商業district嘅proposal，我覺得呢個可行，可以boost本地經濟。,我記得剛才聽新聞話，佢哋提出新建商業district嘅proposal，我覺得呢個可行，可以boost本地經濟。,0.0,0.0,./audio/54.wav
305,Hiking唔單止可以appreciate到nature嘅美，亦可以提升你嘅cardiovascular health。,泰拳唔單止可以appraise code nature嘅美，亦可以提升你嘅cardiovascular health。,0.2333,1.5,./audio/1501.wav
306,今天嘅weather forecast predict会有大雪，希望唔需要去返工就nice!,今天嘅 weather forecast  predict 會有大雪，希望唔需要去翻工就 nice。,0.1522,1.6667,./audio/643.wav
307,我鐘意去concert feel到現場嘅energy，尤其喺EDM嗰dshow，真係好震撼！,我中意去concept show到現場嘅energy，尤其係EDM嗰啲show，真係好震撼。,0.1957,1.0,./audio/677.wav
308,"我嘅朋友推薦我試下kick boxing, 佢話可以幫助保持active lifestyle。",我嘅朋友推薦我試下Kickboxing，佢話可以幫助active lifestyle。,0.1277,0.75,./audio/221.wav
309,France嘅cuisine大家都識，但如果當地嘅cooking class就未必咁簡單，但我想嘗試下，肯定好fun架！,French嘅決先大家都識，但如果當地嘅Cooking Class就未必咁簡單。但我想嘗試下，肯定好分㗎～,0.2833,1.0,./audio/113.wav
310,Political stability喺香港令人擔憂，我哋需要透明同公平嘅政治制度。,普利迪高斯 stability係香港令人擔憂，我哋需要透明同公平嘅政治制度。,0.2381,1.0,./audio/982.wav
311,游水係一個full-body workout，可以同時train到我哋嘅upper body同lower body。,頭先係一個full body workout，有同時鍛鍊到我哋嘅upper body同lower body。,0.1724,0.75,./audio/1228.wav
312,"學習唔會有end point, 一直keep learning 會比我哋多元嘅perspectives。",學習唔會有N point一就keep兩零，會俾我哋多月嘅perspectives。,0.3462,1.0,./audio/999.wav
313,有時候work會變得tough，但記住唔可以give up easily，有determination係必要嘅。,有時候work會變得 tough，但記住唔可以give up easily，有determination係必要嘅。,0.0179,0.6667,./audio/174.wav
314,"Boxing 唔只需要powerful punches, 而且要有quick reflexes同埋strategic思維，係一種full body workout。",方程唔只需要powerful punches，仲有quick reflexes同埋strategic思維係一種full body workouts。,0.1707,0.8571,./audio/781.wav
315,睇緊世界盃，都令我觸動起good sportsmanship和team spirit 嘅重要性。,睇緊世界盃，都令我觸動起Good Sportsmanship和Teamwork嘅重要性。,0.2083,1.0,./audio/589.wav
316,今天呢，feel到蛮humid，呢D室外活动可能会feel好sweaty嘅。,今天咧，feel到慢，很美。呢啲室外活動可能feel好sweet嘅。,0.3421,1.0,./audio/1559.wav
317,打邊爐就係我冬天嘅favourite comfort food，我鍾意邊食邊同friend嗑嗑牙，攞嚟驅寒實在冇得頂。,打邊爐就係我冬天嘅 favourites，冚伏闊。我中意邊食邊同friend冚冚牙，攞嚟驅寒，實在冇得頂。,0.322,1.0,./audio/18.wav
318,我買咗一對vintage jeans，好岩我嘅style，就算佢cost我一筆錢，我都覺得值得，因為我真係好like呢條jeans呀！,我買咗一對Vintage Jeans，好啱我嘅style。就算佢cost咗一筆錢，我都覺得值得，因為我真係好like呢條jeans啊！,0.0896,1.0,./audio/423.wav
319,Uniqlo嘅Heattech衫新色出咗，準備買幾件應付寒冬，保暖又時尚咁！,Uniqlo嘅health tick新新式出咗，決定買幾件，面對寒冬保暖又時尚咁。,0.3947,2.0,./audio/1343.wav
320,我老公煮嘅fried beehoon超級delicious，好食到我想睇佢埋廚神秘境界同佢學science咁！,我老公煮嘅fried beehoon真超級delicious，好食到我想睇佢嘅廚神神秘境界，同佢學science咁～,0.0909,0.5,./audio/285.wav
321,我通常喺nightclub度過我嘅夜晚，跳下舞，享受下音樂嘅Vibes.,我通常喺 nightclub度過我嘅夜晚，跳下舞，享受下音樂嘅 vibes。,0.1111,3.0,./audio/1583.wav
322,"Remember，唔要怕出錯，因為mistakes係學習嘅一部分。""",remember唔要怕出錯，因為mistake係學習嘅一部分。,0.1176,1.0,./audio/428.wav
323,Cycling喺一個健康同好玩嘅way，可以exploring返你嘅周邊環境同埋keep fit。,騎行係一個健康同好玩嘅 way，可以 explore 翻你嘅周邊環境同埋 keep fit。,0.3061,2.5,./audio/1509.wav
324,如果你想減肥，可以try out intermittent fasting或者low carbs diet，但最重要嘅係maintain一個healthy lifestyle，包括練習運動。,想減肥，可以出out intermittent fasting或者low carb diet，水準。但最重要嘅係明聽一個healthy lifestyle，包括練習運動。,0.2,0.5714,./audio/1318.wav
325,"'""新加坡嘅Merlion Park真系好cool，我喺度嘅experience我会记住一世！""'",新加坡嘅Merlion攀山係好酷，我喺度嘅experience，我會記住一世。,0.3878,1.0,./audio/669.wav
326,我個weekend去睇咗'The Avengers'嘅movie，電影咁intense，真係我今年睇過最好嘅show。,我個week end去睇咗《The Avengers》嘅movie，電影咁intense，真係我今年睇過最好嘅show。,0.0508,1.5,./audio/31.wav
327,我煮嘅curry chicken煲仔飯，用咗coconut milk同大量嘅spices，super aromatic，一試就會fall in love!,我中意個咖哩豬肉煲仔飯，用咗咖哩粒米同大量嘅 spices，super aromatic，一試就會發現啦～,0.5325,1.0,./audio/940.wav
328,我哋嘅target係提升productivity，改善workflow，並且maximize嘅profits.,我哋嘅target係提升productivity，改善workflow，而且 maximise嘅profits。,0.0727,2.0,./audio/722.wav
329,勤力嘅 study 會俾我哋帶來成果，但唔好ignore身體嘅genuine needs。,係你嘅study會俾我哋帶來成果，但係唔好影多心體嘅genius。,0.4444,1.0,./audio/994.wav
330,我小時候最鍾意去theme park，玩過山車，每次都覺得scream out loud，真係超exciting。,我小時候最中意去Pinpark玩過山車，每次都覺得Stream Out Loud真係超易失停。,0.3684,1.0,./audio/214.wav
331,透過參加各種workshop同培訓，我哋可以繼續學習新skill同增強個人競爭力。,透過參加各種workshop同培訓，我哋可以繼續學習新skills同增強個人競爭力。,0.0244,1.0,./audio/813.wav
332,我今日就去一個大sale，想買個brand new嘅handbag，好期待呢！,我哋今天就去一個大sale，想買個brand new嘅pen bag pocket袋呢～,0.359,2.0,./audio/326.wav
333,我鍾意嗰間cafe嘅brunch嘅時候，最愛點嗮荷包蛋、煙三文魚同粟米餅，味道就嚟好fantastic!,我中意嗰間咖啡嘅 brunch 嘅時候，最愛點曬荷包蛋、煙花文魚同粟米餅，味道就嚟好fantastic。,0.1923,3.0,./audio/560.wav
334,近期嘅UV Index真係太高，隔热系做得唔好，feel得成日皮肤都為住sunburn喺受罪。,近日嘅UV index係太高，格月係做得唔好，成日feel到皮膚為咗住身傷係手續。,0.5106,1.0,./audio/1112.wav
335,政府應積極甄別技能短缺，透過Education reform 提高工人嘅技能，促進經濟發展。,應積極爭辯技能短缺，通過 education 護方提高工人嘅技能，促進經濟發展。,0.3043,1.0,./audio/700.wav
336,喺Thailand嘅Bangkok 嘅street markets 行過，一定會覺得好vibrant 嘅cultural experience！,喺泰寧嘅邦鶴嘅String Market行過，一定會覺得好 vibrant嘅 culture experience。,0.4028,1.0,./audio/1578.wav
337,话说下个weekend嘅climate真係令人期待，据说会有连晴数日，就算唔出门，喺屋企都可以feel到质次sunshine。,話說，下個必驚嘅 climate 真係令人期待。據說會有年晴數天，就算唔出門，喺屋企都可以feel 到恥質瞬際。,0.5079,4.0,./audio/1189.wav
338,學識學嘢唔只係讀書，還要learn from experience啦，這種事好common架。,學識學嘢唔止係讀書，還要釀放力experience啦，這種事好common㗎～,0.2979,1.0,./audio/341.wav
339,健康係樣商數，無論你點鐘work ，都要計返自己嘅health。,健康係異樣新數無量，你點中work，都要計下自己嘅health。,0.25,1.0,./audio/629.wav
340,我仲鐘意喺online stores 買fashion accessories，帶埋我嘅outfits，feel more stylish同埋fashionable。,我仲中意喺online stores買 fashion accessories，帶埋我嘅office feel more stylish同埋 fashionable。,0.1084,1.1667,./audio/147.wav
341,如果你問我喜不喜歡做yoga，我會話你我每日都會spend一小時在家練習，好欣賞佢帶來嘅relaxation.,如果你問我喜不喜歡做 yoga，我會話：你每天都會 spend 一小時在家練習，好欣賞佢帶來的 relaxation。,0.1636,5.0,./audio/1309.wav
342,去迎接快要arrive嘅spring吧，花应该准备再bloom喇。,佢迎接快要arrive嘅Spring吧，或快應該準備再Blown啦。,0.3636,1.0,./audio/360.wav
343,我每天都set咗一個to-do list，咁樣我先可以manage我嘅時間，做到最efficient嘅工作。,我每日都set咗一個to do list，咁樣我先可以manage到我嘅時間，做到最efficiency嘅工作。,0.0926,1.5,./audio/83.wav
344,我見到報導話佢哋準備implement新嘅rent control policy，我覺得咁樣好保護住住客，但都怕有negative side effects喺房東身上。,我見到報道話佢哋準備implement新嘅rent control policy，我覺得咁樣好保護住住客，但都怕有negative side effects喺房東身上。,0.0119,0.2,./audio/48.wav
345,去年喺Japan嘅Tokyo shopping真系玩得好过癮，今年我想再去一次咋！,去年拎着pan嘅to go shopping真係玩得好過癮，今次我想再去一次咋～,0.2439,1.5,./audio/468.wav
346,我鐘意逛市集，可以睇到一啲handmade crafts，可以support local artists，真係meaningful。,我中意礦市集，可以睇到一啲head micrafts，可以support local artists，真係minifood。,0.2424,0.75,./audio/155.wav
347,Cycling唔只係一种sport，佢更係一個way of life，我哋可以享受清新嘅air 和美丽嘅scenery。,三角形唔止係一種sports曲鎮，係一個way to life。我哋可以享受清新嘅air和美麗嘅scenery。,0.3,1.0,./audio/772.wav
348,香港嘅Air pollution 問題嚴重，我哋需要promote more renewable energy sources。,香港嘅 air pollution 問題嚴重，我哋需要promote more renewable energy sources。,0.0312,0.2857,./audio/1239.wav
349,经常去嘅流动面档就系吾可以錯过，客人拎个电子菜单首先mark咗想要嘅ingredients，然后等待佢哋炒出嚟，热辣辣、fresh and tasty。,經常去嘅流動面檔就係唔可以錯過客人嚟拎個電子攤，首先mark咗想要嘅ingredients，然後等待佢哋炒出嚟，而令到fresh and tasty。,0.2237,0.3333,./audio/1200.wav
350,"之後呢，我好enjoy去karaoke night, 跟埋friend sing一sing我地最鐘意嘅songs。”",之後咧，我好enjoy去卡拉OK night，跟埋friend sing一聲我哋最中意嘅歌。,0.3793,1.0,./audio/1402.wav
351,我冇抗拒到嘅dessert就系mango sago，sweet mango juice同粒粒香脆嘅西米一混合，好似春日嘅爽滑风情，让人in love喎！,我冇 confuse到嘅特色就係 mango sago、sweet mango juice 同粒粒香脆嘅西米一齊混合，好似春天嘅爽滑風箏叮人，變粒黃。,0.3947,1.2,./audio/1202.wav
352,唔好睇低self-learning嘅力量，independent study都係好重要嘅学习技巧。,唔好睇低self-learning嘅力量，independent study都係好重要嘅學習技巧。,0.0408,0.5,./audio/1630.wav
353,本地短缺創新科技人才，学校應該more focus on STEM education。,數碼紅溝問題係令部分市民無法享用公共信息，有需要推動一個digital inclusion initiative。,1.1136,1.0,./audio/500.wav
354,食完飯之後，一家人喺家睇下Netflix，一齊笑，一齊驚，真係超warm.,食完飯之後，一家人加睇下Netflix，一齊笑，一齊驚，真係超旺～,0.1892,1.0,./audio/1764.wav
355,今日會好cold，記得穿多件sweater出門啊。,今日會好cold，記得穿多件sweater出門啊～,0.04,1.0,./audio/179.wav
356,我好鐘意玩下video games，如Overwatch同Minecraft，會同朋友們play together，好過癮！,我中意玩F video games，與老夫watch到Minecraft，會同朋友們play together，好過癮。,0.1774,1.3333,./audio/1047.wav
357,我鐘意去New Zealand trekking，其natural landscape真係令人breathtaking,我中意去溜聲check in，其nature landscape真係令人grateful嘅。,0.4746,1.0,./audio/1755.wav
358,"喺Netherlands嘅Amsterdam，沿著canal ride嗰個bike, 細細感受佢嘅charm!",喺Neverland嘅Mister Dun，沿住Cancel Ride嗰個bike，細細感受佢嘅charm。,0.3091,1.0,./audio/950.wav
359,我moment我都會喺social media post我嘅sketch，學習欣賞自己嘅artistic expression。,公民都會喺 social media post 我嘅 sketch，學習欣賞自己嘅 artistic expression。,0.1875,1.5,./audio/1316.wav
360,Hong Kong Brands and Products Expo會展新出嘅產品都幾吸引，我哋可以去睇下！,香港貿易展，新出嘅產品都幾吸引，我哋可以去睇下。,0.6852,1.0,./audio/1619.wav
361,做嘅好唔好，唔單止睇嘅skills，細心咁focus同埋耐心都好重要。,做嘅好唔好，唔單止睇嘅skills，細心咁focus同埋耐心都好重要。,0.0,0.0,./audio/528.wav
362,喺工作嘅同時，都好重要去保持工作生活嘅balance，咁先可以sustain long term嘅performance。,喺中國嘅同時，都好重要去保持工作嘅balance，咁先可以十勝囉。聽嘅佛邦文。,0.5246,1.0,./audio/346.wav
363,试下这个糖醋排骨，sweet and sour blitz，满口香甜，you'll be coming back for more！,試下這個燙燥排骨，Sweet and the sour bread，滿口香甜，You will be coming back for more。,0.303,0.5556,./audio/1387.wav
364,喺swimming pool游泳，唔單可以係熱天cool down，都有助於increase你嘅endurance同cardiovascular fitness。,喺 swimming pool 游泳，唔單可以喺熱天 cool down，都有助於 increase 你嘅 endurance，同 cool down your friendliness。,0.3333,3.25,./audio/1960.wav
365,有時我喺Friday night會去紅磡睇下football match，聽下歌飲啖啤酒，真係好enjoyable！,有時我嘅Friday nights會去紅磡睇下 football match，聽聽下歌，食飲啤酒，真係好enjoyable。,0.1379,1.3333,./audio/1050.wav
366,Infrastructure development係香港未來嘅重點，要確保budget allocation能有效滿足市民需求，同時帶動economic growth。,Invest structure deloam係香港未來嘅重點，要確保 budget allocation 能有效滿足市民需求，同時帶動 economic growth。,0.1647,1.75,./audio/1972.wav
367,記住唔好怕make mistakes，做錯咪即刻correct就得。,記住，唔好怕make mistakes，做錯咪即刻correct就得。,0.0294,0.5,./audio/1441.wav
368,保障工人權益係大家揣凸嘅責任，我哋需要更多labor protection laws。,保障工人權益係大家喘突嘅責任。我哋需要更多 labour protection laws。,0.1163,0.6667,./audio/601.wav
369,天文台又话有tropical cyclone可能会影响住我们嘅日常，真係希望一切都smooth吓啲。,天文台又話：有 tropical cyclone 可能會影響住我哋嘅日常，真係希望一切都 smooth 下啲。,0.2,3.0,./audio/1281.wav
370,每次我收到我喺online買嘅嘢嘅parcel，我都會好excited開佢，總係一種happy surprise。,每次我收到我喺online買嘅嘢嘅posal，我都好excited開佢，總係一種happy surprise。,0.0877,0.5,./audio/243.wav
371,香港嘅climate change問題越來越嚴重，我哋需要做出real action去應對。,當有 climate change 問題越來越嚴重，我哋需要做出 real action 去面對。,0.1522,2.3333,./audio/1336.wav
372,香港公共衛生系統面對COVID-19疫情壓力太大，需要加強Public health infrastructure。,香港公共社會系統面對 COVID-19 疫情壓力太大，需要加強 public health infrastructure。,0.1034,1.3333,./audio/1067.wav
373,炭烧汉堡，外面charred and smoky，内里juicy beef patty，让你无法抗拒！”,燙燒漢堡，外面curry and smoke，內裡jose's beef patty，讓你無法抗拒。,0.3654,0.6,./audio/1475.wav
374,我training嘅時候會輪流用elliptical machine同埋treadmill，咁就可以全身workout。,我吹凝嘅時候，會能夠用 elliptical machine 同埋 treadmill，咁就可以全新 work。,0.3167,3.0,./audio/312.wav
375,每次failure都係學習嘅機會，只要你有persistence，總會達到success嘅。,每次failure都係學習嘅機會，只要你有persistance，總會達到success嘅。,0.0217,1.0,./audio/435.wav
376,保持一顆curious嘅心，你會發覺學習既富足又enjoyable對你。,保持一個curious嘅心，你會發現學習即豐富又enjoyable對你。,0.1389,1.0,./audio/1898.wav
377,香港嘅education system create 太多嘅pressure，需要嘗試implement更balanced嘅approach。,香港嘅 education system 則受太多 pressure，需要嘗試 implement 傾 balance 嘅 approach。,0.2113,2.25,./audio/1328.wav
378,我個朋友教咗我啲basketball技巧，我最鍾意嘅就係3 point shot。,我個朋友教咗我啲 basketball 技巧，我最中意嘅就係 free point shot。,0.1951,1.3333,./audio/308.wav
379,"唔好太hard on yourself，學習唔係一個race，而係一場marathon。""",唔係太苛愛 yourself，或者唔係一個 race，而係一場 marathon。,0.2889,1.3333,./audio/430.wav
380,我試過好多種sushi，但係我覺得無一過得金槍魚sashimi，每食一口都有海洋嘅味道，令人unforgettable！,我試咗好多種 sushi，但係我覺得冇一種過得心腸已經實心面，每食一口都有海鮮嘅味道，令人 unforgettable。,0.2833,3.0,./audio/660.wav
381,"早餐我鐘意食個smashed avocado toast，捧住嗰刻fruity taste, 真係heavenly!",早餐我中意食個 Smash，阿婆家都捧住個黑PuTTY paste，真係香～,0.6724,1.0,./audio/370.wav
382,我去咗UK嘅London过年，個fireworks show真系好震撼，我一定会再去嘅！,我去咗UK嘅London過年，個Fireworks show真係好震撼，我一定會再去嘅。,0.1136,1.0,./audio/566.wav
383,Healthcare system喺香港面對緊重大壓力，努力改善public health條件係迫在眉睫。,Health care system喺香港面對緊重大壓力，需要努力改善public health條件，係迫在眉睫。,0.0755,1.3333,./audio/979.wav
384,我睇吓weather report，話聽日會有big storm，要小心啲喎。,我睇下weather report，話聽日會有big storm，要小心啲喎。,0.0256,0.3333,./audio/181.wav
385,Problem-solving skills可以幫你overcome challenges，透過rational thinking同埋creative solutions，令事情得以順利完成。,Problem-solving skills可以幫你 overcome challenges，透過 rational thinking 及 creative solutions，令事情得以順理進行。,0.0833,1.6,./audio/1362.wav
386,Appreciate每一次嘅錯誤，賞識佢哋實係教你learn更多嘅師傅。,Writing嘅normative一個open language時，需要堅持和耐性。,1.0556,2.0,./audio/621.wav
387,同colleague保持open communication，唔單止可以改善關係，仲可以提升work efficiency。,同 colleagues 保持 open communication，唔單止可以改善關係，仲可以提升 work efficiency。,0.0806,2.0,./audio/818.wav
388,近期weather situation好似有D不稳定，温差大就要小心保养自己啊，唔好因为天气改变而生病。,近期 weather situation有啲不穩定，溫差大，就要小心保護自己啊，唔好因為天氣改變而生病。,0.2115,1.5,./audio/1192.wav
389,睇‘Avengers’嘅時候，我都會感到hype up。,睇下Fangress嘅時候，我都會感到hyper up。,0.2857,0.5,./audio/952.wav
390,香港嘅property prices持續上升，實在unaffordable。政府應該針對住房問題提供long-term solution。,香港嘅property prices持續上升，實在係暗發科學部。政府應該針對住房問題提供long-term solution。,0.1739,0.3333,./audio/1421.wav
391,"你去過USA嘅New York未，紐約嘅nightlife真係可以令人well-impressed。""",你去過USD嘅紐約美，紐約嘅Nightlife真係可以令人well impresses。,0.2745,1.0,./audio/1840.wav
392,今日嘅weather真系好冷，唔好意思，我需要去wrap up一下先。,今日嘅 weather 真係好冷，唔好意思，我需要去 up 盜一下先。,0.2286,2.5,./audio/922.wav
393,我喺Pacific Place嘅H&M買左兩件sweaters，真係好適合冬天嘅打扮！,我喺法式Big Place睇嘅H&M買咗兩件sweaters，真係好適合冬天嘅打扮。,0.2093,1.0,./audio/1073.wav
394,禮拜五晚上我哋鍾意去karaoke，麥克風揸住手裏，我就覺得我自己做咗個superstar。,禮拜五晚上，我哋中意去 curry屋企。晚黑風揸住手錘，我就覺得自己做咗個super star。,0.3261,3.0,./audio/296.wav
395,Table tennis不單只係一個game，我哋更可以透過比賽來提升我哋嘅concentration同埋reaction speed。,乒乓球單隻係一個 game，我哋更加可以透過比賽嚟提升我哋嘅 concentration 同埋 reaction speed。,0.2941,1.6667,./audio/966.wav
396,"我總會烤一個sourdough loaf，香噴噴的bread smell，fresh出烤箱嘅時候最吸引人!""",我總會哼一個《Sour Dew Love》，香噴噴的breath smell，fresh口香嘅時候最吸引人。,0.3519,1.3333,./audio/461.wav
397,喺Egypt嘅Giza，睇過嘅Pyramids，係一種awe-inspiring嘅ancient marvel！,《阿杰嘅結殺》睇過嘅《帕拉米》係一種over-inspiring嘅Asian novel。,0.5714,1.0,./audio/1302.wav
398,確保提供supportive嘅學習環境係好重要嘅，佢可以幫助學生更好咁去進行學習。”,確保提供supportive嘅學習環境係好重要嘅，佢可以幫助學生更好咁進行學習。,0.0476,1.0,./audio/1176.wav
399,New Year假期我洗准备去London shopping，唔好再讲我shopaholic啦!,呢一日假期，我洗相俾佢London shopping，唔好再講我shop harley啦～,0.3958,1.0,./audio/377.wav
400,我喜歡喺souvenir shops買紀念品，可以留住成個travel的回憶。,我喜歡去小分間shop，帶紀念品，成可以留住成個春寒的回憶。,0.4872,1.0,./audio/798.wav
401,每日都要keep learning，唔係得book knowledge，你嘅colleagues同clients都可以係你好好嘅teachers.,每日都要keep learning，唔係得book knowledge。你嘅colleagues同class都係你好好嘅teachers。,0.1096,0.3333,./audio/1102.wav
402,牛油果shrimp salad好划算，又健康！食完feel自己好healthy同energized！,大洋果鮮沙律，好滑順，又健康，食完 feel 自己好 healthy 同 energised。,0.48,3.0,./audio/105.wav
403,見到Lionel Messi玩足球，簡直係masterpiece，佢嘅技巧真係outstanding！,見到Leonel Messi玩足球，簡直係masterpiece。佢嘅技巧真係outstanding。,0.0588,1.0,./audio/126.wav
404,你嘅work attitude十分影响你嘅career development，要常常check一下自己嘅表现。,你嘅 walking up to trick 非常影響你嘅 career development，要常常 check 一下自己嘅表現。,0.4107,3.3333,./audio/1995.wav
405,週末我第一次試吃Indian curry，香料味道濃郁，配埋naan真係很tasty!,週末我第一個試吃Indian Curry，香料味道濃郁，配埋腩真係很tasty。,0.1628,1.0,./audio/838.wav
406,瞓覺前記得check下天气，话说可能会有overnight frost喔。,瞓覺前，記得check下天氣，話説可能會有overnight frost。,0.1622,1.0,./audio/355.wav
407,聽說在Tsing Yi Mall有Urban Decay新嘅化妝品，想去check out下！,聽説在鮮艷mods有Ambrose New嘅話中文，想去check out下。,0.5957,1.0,./audio/1616.wav
408,跑步keep fit好重要，但我都好enjoy就嚟嘅風景。,跑步KPI好重要，但係我都好enjoy集尼嘅風景。,0.3793,1.0,./audio/682.wav
409,學咗自学，我哋就可以讓自己benefit from lifelong learning。,學咗自學，我哋就可以讓自己benefit from lifelong learning。,0.0227,0.25,./audio/812.wav
410,喺睇完一部感人movie之後，我會喺social media上面post吓我嘅感想，和朋友互動下，好有interaction.,喺睇完一部感人movie之後，我會喺social media上面post下我嘅感想，和朋友互動下，好有interaction。,0.0317,0.5,./audio/1680.wav
411,我每年都會去Comic Con，因為可以買到好多獨立artist嘅cool merchandise，我真係好support佢哋。,我每年都會去Comic Con，因為可以買到好多獨立artists嘅cool merchandise。我真係好support佢哋。,0.0312,0.6667,./audio/209.wav
412,有D weekend，我會揀D沒咗人嘅夜晚，去cinema睇落新上映嘅movie。,有啲weekend，我會揀啲冇咗人嘅夜晚，去 cinema 睇最新上映嘅 movie。,0.1951,2.0,./audio/1492.wav
413,有關於食物waste，我諗呢個問題唔單止需要大家嘅collective effort，仲要政府要果斷take action。,有關於食物嘅 waste，我諗呢個問題唔單止需要大家嘅 collective efforts，仲要政府要果斷 take action。,0.0806,1.6667,./audio/140.wav
